Key Id,Tournament Id,tournament Name,Match Id,Match Name,Stage Name,Group Name,Group Stage,Knockout Stage,Replayed,Replay,Match Date,Match Time,Stadium Id,Stadium Name,City Name,Country Name,Home Team Id,Home Team Name,Home Team Code,Away Team Id,Away Team Name,Away Team Code,Score,Home Team Score,Away Team Score,Home Team Score Margin,Away Team Score Margin,Extra Time,Penalty Shootout,Score Penalties,Home Team Score Penalties,Away Team Score Penalties,Result,Home Team Win,Away Team Win,Draw,Key ID,Tournament Name,Award Id,Award Name,Shared,Player Id,Family Name,Give Name,Team Id,Team Name,Team Code
186,WC-1966,1966 FIFA World Cup,M-1966-18,Argentina v Switzerland,group stage,Group 2,1,0,0,0,7/19/1966,19:30,S-034,Hillsborough Stadium,Sheffield,England,T-03,Argentina,ARG,T-73,Switzerland,CHE,20,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,36,1966 FIFA World Cup,A-6,Bronze Boot,1,P-04680,Hurst,Geoff,T-27,England,ENG
186,WC-1966,1966 FIFA World Cup,M-1966-18,Argentina v Switzerland,group stage,Group 2,1,0,0,0,7/19/1966,19:30,S-034,Hillsborough Stadium,Sheffield,England,T-03,Argentina,ARG,T-73,Switzerland,CHE,20,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,37,1966 FIFA World Cup,A-6,Bronze Boot,1,P-03318,Porkujan,Valeriy,T-70,Soviet Union,SUN
186,WC-1966,1966 FIFA World Cup,M-1966-18,Argentina v Switzerland,group stage,Group 2,1,0,0,0,7/19/1966,19:30,S-034,Hillsborough Stadium,Sheffield,England,T-03,Argentina,ARG,T-73,Switzerland,CHE,20,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,38,1966 FIFA World Cup,A-8,Best Young Player,0,P-08834,Beckenbauer,Franz,T-83,West Germany,DEU
187,WC-1966,1966 FIFA World Cup,M-1966-19,Portugal v Brazil,group stage,Group 3,1,0,0,0,7/19/1966,19:30,S-029,Goodison Park,Liverpool,England,T-56,Portugal,PRT,T-09,Brazil,BRA,31,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,32,1966 FIFA World Cup,A-4,Golden Boot,0,P-04623,Eusébio,not applicable,T-56,Portugal,PRT
187,WC-1966,1966 FIFA World Cup,M-1966-19,Portugal v Brazil,group stage,Group 3,1,0,0,0,7/19/1966,19:30,S-029,Goodison Park,Liverpool,England,T-56,Portugal,PRT,T-09,Brazil,BRA,31,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,33,1966 FIFA World Cup,A-5,Silver Boot,0,P-08217,Haller,Helmut,T-83,West Germany,DEU
187,WC-1966,1966 FIFA World Cup,M-1966-19,Portugal v Brazil,group stage,Group 3,1,0,0,0,7/19/1966,19:30,S-029,Goodison Park,Liverpool,England,T-56,Portugal,PRT,T-09,Brazil,BRA,31,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,34,1966 FIFA World Cup,A-6,Bronze Boot,1,P-08834,Beckenbauer,Franz,T-83,West Germany,DEU
187,WC-1966,1966 FIFA World Cup,M-1966-19,Portugal v Brazil,group stage,Group 3,1,0,0,0,7/19/1966,19:30,S-029,Goodison Park,Liverpool,England,T-56,Portugal,PRT,T-09,Brazil,BRA,31,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,35,1966 FIFA World Cup,A-6,Bronze Boot,1,P-00384,Bene,Ferenc,T-34,Hungary,HUN
187,WC-1966,1966 FIFA World Cup,M-1966-19,Portugal v Brazil,group stage,Group 3,1,0,0,0,7/19/1966,19:30,S-029,Goodison Park,Liverpool,England,T-56,Portugal,PRT,T-09,Brazil,BRA,31,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,36,1966 FIFA World Cup,A-6,Bronze Boot,1,P-04680,Hurst,Geoff,T-27,England,ENG
187,WC-1966,1966 FIFA World Cup,M-1966-19,Portugal v Brazil,group stage,Group 3,1,0,0,0,7/19/1966,19:30,S-029,Goodison Park,Liverpool,England,T-56,Portugal,PRT,T-09,Brazil,BRA,31,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,37,1966 FIFA World Cup,A-6,Bronze Boot,1,P-03318,Porkujan,Valeriy,T-70,Soviet Union,SUN
187,WC-1966,1966 FIFA World Cup,M-1966-19,Portugal v Brazil,group stage,Group 3,1,0,0,0,7/19/1966,19:30,S-029,Goodison Park,Liverpool,England,T-56,Portugal,PRT,T-09,Brazil,BRA,31,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,38,1966 FIFA World Cup,A-8,Best Young Player,0,P-08834,Beckenbauer,Franz,T-83,West Germany,DEU
188,WC-1966,1966 FIFA World Cup,M-1966-20,North Korea v Italy,group stage,Group 4,1,0,0,0,7/19/1966,19:30,S-033,Ayresome Park,Middlesbrough,England,T-49,North Korea,PRK,T-39,Italy,ITA,10,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,32,1966 FIFA World Cup,A-4,Golden Boot,0,P-04623,Eusébio,not applicable,T-56,Portugal,PRT
188,WC-1966,1966 FIFA World Cup,M-1966-20,North Korea v Italy,group stage,Group 4,1,0,0,0,7/19/1966,19:30,S-033,Ayresome Park,Middlesbrough,England,T-49,North Korea,PRK,T-39,Italy,ITA,10,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,33,1966 FIFA World Cup,A-5,Silver Boot,0,P-08217,Haller,Helmut,T-83,West Germany,DEU
188,WC-1966,1966 FIFA World Cup,M-1966-20,North Korea v Italy,group stage,Group 4,1,0,0,0,7/19/1966,19:30,S-033,Ayresome Park,Middlesbrough,England,T-49,North Korea,PRK,T-39,Italy,ITA,10,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,34,1966 FIFA World Cup,A-6,Bronze Boot,1,P-08834,Beckenbauer,Franz,T-83,West Germany,DEU
188,WC-1966,1966 FIFA World Cup,M-1966-20,North Korea v Italy,group stage,Group 4,1,0,0,0,7/19/1966,19:30,S-033,Ayresome Park,Middlesbrough,England,T-49,North Korea,PRK,T-39,Italy,ITA,10,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,35,1966 FIFA World Cup,A-6,Bronze Boot,1,P-00384,Bene,Ferenc,T-34,Hungary,HUN
188,WC-1966,1966 FIFA World Cup,M-1966-20,North Korea v Italy,group stage,Group 4,1,0,0,0,7/19/1966,19:30,S-033,Ayresome Park,Middlesbrough,England,T-49,North Korea,PRK,T-39,Italy,ITA,10,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,36,1966 FIFA World Cup,A-6,Bronze Boot,1,P-04680,Hurst,Geoff,T-27,England,ENG
188,WC-1966,1966 FIFA World Cup,M-1966-20,North Korea v Italy,group stage,Group 4,1,0,0,0,7/19/1966,19:30,S-033,Ayresome Park,Middlesbrough,England,T-49,North Korea,PRK,T-39,Italy,ITA,10,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,37,1966 FIFA World Cup,A-6,Bronze Boot,1,P-03318,Porkujan,Valeriy,T-70,Soviet Union,SUN
188,WC-1966,1966 FIFA World Cup,M-1966-20,North Korea v Italy,group stage,Group 4,1,0,0,0,7/19/1966,19:30,S-033,Ayresome Park,Middlesbrough,England,T-49,North Korea,PRK,T-39,Italy,ITA,10,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,38,1966 FIFA World Cup,A-8,Best Young Player,0,P-08834,Beckenbauer,Franz,T-83,West Germany,DEU
189,WC-1966,1966 FIFA World Cup,M-1966-21,England v France,group stage,Group 1,1,0,0,0,7/20/1966,19:30,S-030,Wembley Stadium,London,England,T-27,England,ENG,T-28,France,FRA,20,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,32,1966 FIFA World Cup,A-4,Golden Boot,0,P-04623,Eusébio,not applicable,T-56,Portugal,PRT
189,WC-1966,1966 FIFA World Cup,M-1966-21,England v France,group stage,Group 1,1,0,0,0,7/20/1966,19:30,S-030,Wembley Stadium,London,England,T-27,England,ENG,T-28,France,FRA,20,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,33,1966 FIFA World Cup,A-5,Silver Boot,0,P-08217,Haller,Helmut,T-83,West Germany,DEU
189,WC-1966,1966 FIFA World Cup,M-1966-21,England v France,group stage,Group 1,1,0,0,0,7/20/1966,19:30,S-030,Wembley Stadium,London,England,T-27,England,ENG,T-28,France,FRA,20,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,34,1966 FIFA World Cup,A-6,Bronze Boot,1,P-08834,Beckenbauer,Franz,T-83,West Germany,DEU
189,WC-1966,1966 FIFA World Cup,M-1966-21,England v France,group stage,Group 1,1,0,0,0,7/20/1966,19:30,S-030,Wembley Stadium,London,England,T-27,England,ENG,T-28,France,FRA,20,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,35,1966 FIFA World Cup,A-6,Bronze Boot,1,P-00384,Bene,Ferenc,T-34,Hungary,HUN
189,WC-1966,1966 FIFA World Cup,M-1966-21,England v France,group stage,Group 1,1,0,0,0,7/20/1966,19:30,S-030,Wembley Stadium,London,England,T-27,England,ENG,T-28,France,FRA,20,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,36,1966 FIFA World Cup,A-6,Bronze Boot,1,P-04680,Hurst,Geoff,T-27,England,ENG
189,WC-1966,1966 FIFA World Cup,M-1966-21,England v France,group stage,Group 1,1,0,0,0,7/20/1966,19:30,S-030,Wembley Stadium,London,England,T-27,England,ENG,T-28,France,FRA,20,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,37,1966 FIFA World Cup,A-6,Bronze Boot,1,P-03318,Porkujan,Valeriy,T-70,Soviet Union,SUN
189,WC-1966,1966 FIFA World Cup,M-1966-21,England v France,group stage,Group 1,1,0,0,0,7/20/1966,19:30,S-030,Wembley Stadium,London,England,T-27,England,ENG,T-28,France,FRA,20,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,38,1966 FIFA World Cup,A-8,Best Young Player,0,P-08834,Beckenbauer,Franz,T-83,West Germany,DEU
190,WC-1966,1966 FIFA World Cup,M-1966-22,West Germany v Spain,group stage,Group 2,1,0,0,0,7/20/1966,19:30,S-028,Villa Park,Birmingham,England,T-83,West Germany,DEU,T-71,Spain,ESP,21,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,32,1966 FIFA World Cup,A-4,Golden Boot,0,P-04623,Eusébio,not applicable,T-56,Portugal,PRT
190,WC-1966,1966 FIFA World Cup,M-1966-22,West Germany v Spain,group stage,Group 2,1,0,0,0,7/20/1966,19:30,S-028,Villa Park,Birmingham,England,T-83,West Germany,DEU,T-71,Spain,ESP,21,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,33,1966 FIFA World Cup,A-5,Silver Boot,0,P-08217,Haller,Helmut,T-83,West Germany,DEU
190,WC-1966,1966 FIFA World Cup,M-1966-22,West Germany v Spain,group stage,Group 2,1,0,0,0,7/20/1966,19:30,S-028,Villa Park,Birmingham,England,T-83,West Germany,DEU,T-71,Spain,ESP,21,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,34,1966 FIFA World Cup,A-6,Bronze Boot,1,P-08834,Beckenbauer,Franz,T-83,West Germany,DEU
190,WC-1966,1966 FIFA World Cup,M-1966-22,West Germany v Spain,group stage,Group 2,1,0,0,0,7/20/1966,19:30,S-028,Villa Park,Birmingham,England,T-83,West Germany,DEU,T-71,Spain,ESP,21,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,35,1966 FIFA World Cup,A-6,Bronze Boot,1,P-00384,Bene,Ferenc,T-34,Hungary,HUN
190,WC-1966,1966 FIFA World Cup,M-1966-22,West Germany v Spain,group stage,Group 2,1,0,0,0,7/20/1966,19:30,S-028,Villa Park,Birmingham,England,T-83,West Germany,DEU,T-71,Spain,ESP,21,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,36,1966 FIFA World Cup,A-6,Bronze Boot,1,P-04680,Hurst,Geoff,T-27,England,ENG
190,WC-1966,1966 FIFA World Cup,M-1966-22,West Germany v Spain,group stage,Group 2,1,0,0,0,7/20/1966,19:30,S-028,Villa Park,Birmingham,England,T-83,West Germany,DEU,T-71,Spain,ESP,21,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,37,1966 FIFA World Cup,A-6,Bronze Boot,1,P-03318,Porkujan,Valeriy,T-70,Soviet Union,SUN
190,WC-1966,1966 FIFA World Cup,M-1966-22,West Germany v Spain,group stage,Group 2,1,0,0,0,7/20/1966,19:30,S-028,Villa Park,Birmingham,England,T-83,West Germany,DEU,T-71,Spain,ESP,21,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,38,1966 FIFA World Cup,A-8,Best Young Player,0,P-08834,Beckenbauer,Franz,T-83,West Germany,DEU
191,WC-1966,1966 FIFA World Cup,M-1966-23,Hungary v Bulgaria,group stage,Group 3,1,0,0,0,7/20/1966,19:30,S-032,Old Trafford,Manchester,England,T-34,Hungary,HUN,T-10,Bulgaria,BGR,31,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,32,1966 FIFA World Cup,A-4,Golden Boot,0,P-04623,Eusébio,not applicable,T-56,Portugal,PRT
191,WC-1966,1966 FIFA World Cup,M-1966-23,Hungary v Bulgaria,group stage,Group 3,1,0,0,0,7/20/1966,19:30,S-032,Old Trafford,Manchester,England,T-34,Hungary,HUN,T-10,Bulgaria,BGR,31,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,33,1966 FIFA World Cup,A-5,Silver Boot,0,P-08217,Haller,Helmut,T-83,West Germany,DEU
191,WC-1966,1966 FIFA World Cup,M-1966-23,Hungary v Bulgaria,group stage,Group 3,1,0,0,0,7/20/1966,19:30,S-032,Old Trafford,Manchester,England,T-34,Hungary,HUN,T-10,Bulgaria,BGR,31,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,34,1966 FIFA World Cup,A-6,Bronze Boot,1,P-08834,Beckenbauer,Franz,T-83,West Germany,DEU
191,WC-1966,1966 FIFA World Cup,M-1966-23,Hungary v Bulgaria,group stage,Group 3,1,0,0,0,7/20/1966,19:30,S-032,Old Trafford,Manchester,England,T-34,Hungary,HUN,T-10,Bulgaria,BGR,31,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,35,1966 FIFA World Cup,A-6,Bronze Boot,1,P-00384,Bene,Ferenc,T-34,Hungary,HUN
191,WC-1966,1966 FIFA World Cup,M-1966-23,Hungary v Bulgaria,group stage,Group 3,1,0,0,0,7/20/1966,19:30,S-032,Old Trafford,Manchester,England,T-34,Hungary,HUN,T-10,Bulgaria,BGR,31,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,36,1966 FIFA World Cup,A-6,Bronze Boot,1,P-04680,Hurst,Geoff,T-27,England,ENG
191,WC-1966,1966 FIFA World Cup,M-1966-23,Hungary v Bulgaria,group stage,Group 3,1,0,0,0,7/20/1966,19:30,S-032,Old Trafford,Manchester,England,T-34,Hungary,HUN,T-10,Bulgaria,BGR,31,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,37,1966 FIFA World Cup,A-6,Bronze Boot,1,P-03318,Porkujan,Valeriy,T-70,Soviet Union,SUN
191,WC-1966,1966 FIFA World Cup,M-1966-23,Hungary v Bulgaria,group stage,Group 3,1,0,0,0,7/20/1966,19:30,S-032,Old Trafford,Manchester,England,T-34,Hungary,HUN,T-10,Bulgaria,BGR,31,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,38,1966 FIFA World Cup,A-8,Best Young Player,0,P-08834,Beckenbauer,Franz,T-83,West Germany,DEU
192,WC-1966,1966 FIFA World Cup,M-1966-24,Soviet Union v Chile,group stage,Group 4,1,0,0,0,7/20/1966,19:30,S-035,Roker Park,Sunderland,England,T-70,Soviet Union,SUN,T-13,Chile,CHL,21,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,32,1966 FIFA World Cup,A-4,Golden Boot,0,P-04623,Eusébio,not applicable,T-56,Portugal,PRT
192,WC-1966,1966 FIFA World Cup,M-1966-24,Soviet Union v Chile,group stage,Group 4,1,0,0,0,7/20/1966,19:30,S-035,Roker Park,Sunderland,England,T-70,Soviet Union,SUN,T-13,Chile,CHL,21,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,33,1966 FIFA World Cup,A-5,Silver Boot,0,P-08217,Haller,Helmut,T-83,West Germany,DEU
192,WC-1966,1966 FIFA World Cup,M-1966-24,Soviet Union v Chile,group stage,Group 4,1,0,0,0,7/20/1966,19:30,S-035,Roker Park,Sunderland,England,T-70,Soviet Union,SUN,T-13,Chile,CHL,21,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,34,1966 FIFA World Cup,A-6,Bronze Boot,1,P-08834,Beckenbauer,Franz,T-83,West Germany,DEU
192,WC-1966,1966 FIFA World Cup,M-1966-24,Soviet Union v Chile,group stage,Group 4,1,0,0,0,7/20/1966,19:30,S-035,Roker Park,Sunderland,England,T-70,Soviet Union,SUN,T-13,Chile,CHL,21,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,35,1966 FIFA World Cup,A-6,Bronze Boot,1,P-00384,Bene,Ferenc,T-34,Hungary,HUN
192,WC-1966,1966 FIFA World Cup,M-1966-24,Soviet Union v Chile,group stage,Group 4,1,0,0,0,7/20/1966,19:30,S-035,Roker Park,Sunderland,England,T-70,Soviet Union,SUN,T-13,Chile,CHL,21,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,36,1966 FIFA World Cup,A-6,Bronze Boot,1,P-04680,Hurst,Geoff,T-27,England,ENG
192,WC-1966,1966 FIFA World Cup,M-1966-24,Soviet Union v Chile,group stage,Group 4,1,0,0,0,7/20/1966,19:30,S-035,Roker Park,Sunderland,England,T-70,Soviet Union,SUN,T-13,Chile,CHL,21,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,37,1966 FIFA World Cup,A-6,Bronze Boot,1,P-03318,Porkujan,Valeriy,T-70,Soviet Union,SUN
192,WC-1966,1966 FIFA World Cup,M-1966-24,Soviet Union v Chile,group stage,Group 4,1,0,0,0,7/20/1966,19:30,S-035,Roker Park,Sunderland,England,T-70,Soviet Union,SUN,T-13,Chile,CHL,21,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,38,1966 FIFA World Cup,A-8,Best Young Player,0,P-08834,Beckenbauer,Franz,T-83,West Germany,DEU
193,WC-1966,1966 FIFA World Cup,M-1966-25,England v Argentina,quarter-finals,not applicable,0,1,0,0,7/23/1966,15:00,S-030,Wembley Stadium,London,England,T-27,England,ENG,T-03,Argentina,ARG,10,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,32,1966 FIFA World Cup,A-4,Golden Boot,0,P-04623,Eusébio,not applicable,T-56,Portugal,PRT
193,WC-1966,1966 FIFA World Cup,M-1966-25,England v Argentina,quarter-finals,not applicable,0,1,0,0,7/23/1966,15:00,S-030,Wembley Stadium,London,England,T-27,England,ENG,T-03,Argentina,ARG,10,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,33,1966 FIFA World Cup,A-5,Silver Boot,0,P-08217,Haller,Helmut,T-83,West Germany,DEU
193,WC-1966,1966 FIFA World Cup,M-1966-25,England v Argentina,quarter-finals,not applicable,0,1,0,0,7/23/1966,15:00,S-030,Wembley Stadium,London,England,T-27,England,ENG,T-03,Argentina,ARG,10,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,34,1966 FIFA World Cup,A-6,Bronze Boot,1,P-08834,Beckenbauer,Franz,T-83,West Germany,DEU
193,WC-1966,1966 FIFA World Cup,M-1966-25,England v Argentina,quarter-finals,not applicable,0,1,0,0,7/23/1966,15:00,S-030,Wembley Stadium,London,England,T-27,England,ENG,T-03,Argentina,ARG,10,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,35,1966 FIFA World Cup,A-6,Bronze Boot,1,P-00384,Bene,Ferenc,T-34,Hungary,HUN
193,WC-1966,1966 FIFA World Cup,M-1966-25,England v Argentina,quarter-finals,not applicable,0,1,0,0,7/23/1966,15:00,S-030,Wembley Stadium,London,England,T-27,England,ENG,T-03,Argentina,ARG,10,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,36,1966 FIFA World Cup,A-6,Bronze Boot,1,P-04680,Hurst,Geoff,T-27,England,ENG
193,WC-1966,1966 FIFA World Cup,M-1966-25,England v Argentina,quarter-finals,not applicable,0,1,0,0,7/23/1966,15:00,S-030,Wembley Stadium,London,England,T-27,England,ENG,T-03,Argentina,ARG,10,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,37,1966 FIFA World Cup,A-6,Bronze Boot,1,P-03318,Porkujan,Valeriy,T-70,Soviet Union,SUN
193,WC-1966,1966 FIFA World Cup,M-1966-25,England v Argentina,quarter-finals,not applicable,0,1,0,0,7/23/1966,15:00,S-030,Wembley Stadium,London,England,T-27,England,ENG,T-03,Argentina,ARG,10,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,38,1966 FIFA World Cup,A-8,Best Young Player,0,P-08834,Beckenbauer,Franz,T-83,West Germany,DEU
194,WC-1966,1966 FIFA World Cup,M-1966-26,Portugal v North Korea,quarter-finals,not applicable,0,1,0,0,7/23/1966,15:00,S-029,Goodison Park,Liverpool,England,T-56,Portugal,PRT,T-49,North Korea,PRK,53,5,3,2,-2,0,0,0-0,0,0,home team win,1,0,0,32,1966 FIFA World Cup,A-4,Golden Boot,0,P-04623,Eusébio,not applicable,T-56,Portugal,PRT
194,WC-1966,1966 FIFA World Cup,M-1966-26,Portugal v North Korea,quarter-finals,not applicable,0,1,0,0,7/23/1966,15:00,S-029,Goodison Park,Liverpool,England,T-56,Portugal,PRT,T-49,North Korea,PRK,53,5,3,2,-2,0,0,0-0,0,0,home team win,1,0,0,33,1966 FIFA World Cup,A-5,Silver Boot,0,P-08217,Haller,Helmut,T-83,West Germany,DEU
194,WC-1966,1966 FIFA World Cup,M-1966-26,Portugal v North Korea,quarter-finals,not applicable,0,1,0,0,7/23/1966,15:00,S-029,Goodison Park,Liverpool,England,T-56,Portugal,PRT,T-49,North Korea,PRK,53,5,3,2,-2,0,0,0-0,0,0,home team win,1,0,0,34,1966 FIFA World Cup,A-6,Bronze Boot,1,P-08834,Beckenbauer,Franz,T-83,West Germany,DEU
194,WC-1966,1966 FIFA World Cup,M-1966-26,Portugal v North Korea,quarter-finals,not applicable,0,1,0,0,7/23/1966,15:00,S-029,Goodison Park,Liverpool,England,T-56,Portugal,PRT,T-49,North Korea,PRK,53,5,3,2,-2,0,0,0-0,0,0,home team win,1,0,0,35,1966 FIFA World Cup,A-6,Bronze Boot,1,P-00384,Bene,Ferenc,T-34,Hungary,HUN
194,WC-1966,1966 FIFA World Cup,M-1966-26,Portugal v North Korea,quarter-finals,not applicable,0,1,0,0,7/23/1966,15:00,S-029,Goodison Park,Liverpool,England,T-56,Portugal,PRT,T-49,North Korea,PRK,53,5,3,2,-2,0,0,0-0,0,0,home team win,1,0,0,36,1966 FIFA World Cup,A-6,Bronze Boot,1,P-04680,Hurst,Geoff,T-27,England,ENG
194,WC-1966,1966 FIFA World Cup,M-1966-26,Portugal v North Korea,quarter-finals,not applicable,0,1,0,0,7/23/1966,15:00,S-029,Goodison Park,Liverpool,England,T-56,Portugal,PRT,T-49,North Korea,PRK,53,5,3,2,-2,0,0,0-0,0,0,home team win,1,0,0,37,1966 FIFA World Cup,A-6,Bronze Boot,1,P-03318,Porkujan,Valeriy,T-70,Soviet Union,SUN
194,WC-1966,1966 FIFA World Cup,M-1966-26,Portugal v North Korea,quarter-finals,not applicable,0,1,0,0,7/23/1966,15:00,S-029,Goodison Park,Liverpool,England,T-56,Portugal,PRT,T-49,North Korea,PRK,53,5,3,2,-2,0,0,0-0,0,0,home team win,1,0,0,38,1966 FIFA World Cup,A-8,Best Young Player,0,P-08834,Beckenbauer,Franz,T-83,West Germany,DEU
195,WC-1966,1966 FIFA World Cup,M-1966-27,Soviet Union v Hungary,quarter-finals,not applicable,0,1,0,0,7/23/1966,15:00,S-035,Roker Park,Sunderland,England,T-70,Soviet Union,SUN,T-34,Hungary,HUN,21,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,32,1966 FIFA World Cup,A-4,Golden Boot,0,P-04623,Eusébio,not applicable,T-56,Portugal,PRT
195,WC-1966,1966 FIFA World Cup,M-1966-27,Soviet Union v Hungary,quarter-finals,not applicable,0,1,0,0,7/23/1966,15:00,S-035,Roker Park,Sunderland,England,T-70,Soviet Union,SUN,T-34,Hungary,HUN,21,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,33,1966 FIFA World Cup,A-5,Silver Boot,0,P-08217,Haller,Helmut,T-83,West Germany,DEU
195,WC-1966,1966 FIFA World Cup,M-1966-27,Soviet Union v Hungary,quarter-finals,not applicable,0,1,0,0,7/23/1966,15:00,S-035,Roker Park,Sunderland,England,T-70,Soviet Union,SUN,T-34,Hungary,HUN,21,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,34,1966 FIFA World Cup,A-6,Bronze Boot,1,P-08834,Beckenbauer,Franz,T-83,West Germany,DEU
195,WC-1966,1966 FIFA World Cup,M-1966-27,Soviet Union v Hungary,quarter-finals,not applicable,0,1,0,0,7/23/1966,15:00,S-035,Roker Park,Sunderland,England,T-70,Soviet Union,SUN,T-34,Hungary,HUN,21,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,35,1966 FIFA World Cup,A-6,Bronze Boot,1,P-00384,Bene,Ferenc,T-34,Hungary,HUN
195,WC-1966,1966 FIFA World Cup,M-1966-27,Soviet Union v Hungary,quarter-finals,not applicable,0,1,0,0,7/23/1966,15:00,S-035,Roker Park,Sunderland,England,T-70,Soviet Union,SUN,T-34,Hungary,HUN,21,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,36,1966 FIFA World Cup,A-6,Bronze Boot,1,P-04680,Hurst,Geoff,T-27,England,ENG
195,WC-1966,1966 FIFA World Cup,M-1966-27,Soviet Union v Hungary,quarter-finals,not applicable,0,1,0,0,7/23/1966,15:00,S-035,Roker Park,Sunderland,England,T-70,Soviet Union,SUN,T-34,Hungary,HUN,21,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,37,1966 FIFA World Cup,A-6,Bronze Boot,1,P-03318,Porkujan,Valeriy,T-70,Soviet Union,SUN
195,WC-1966,1966 FIFA World Cup,M-1966-27,Soviet Union v Hungary,quarter-finals,not applicable,0,1,0,0,7/23/1966,15:00,S-035,Roker Park,Sunderland,England,T-70,Soviet Union,SUN,T-34,Hungary,HUN,21,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,38,1966 FIFA World Cup,A-8,Best Young Player,0,P-08834,Beckenbauer,Franz,T-83,West Germany,DEU
196,WC-1966,1966 FIFA World Cup,M-1966-28,West Germany v Uruguay,quarter-finals,not applicable,0,1,0,0,7/23/1966,15:00,S-034,Hillsborough Stadium,Sheffield,England,T-83,West Germany,DEU,T-81,Uruguay,URY,40,4,0,4,-4,0,0,0-0,0,0,home team win,1,0,0,32,1966 FIFA World Cup,A-4,Golden Boot,0,P-04623,Eusébio,not applicable,T-56,Portugal,PRT
196,WC-1966,1966 FIFA World Cup,M-1966-28,West Germany v Uruguay,quarter-finals,not applicable,0,1,0,0,7/23/1966,15:00,S-034,Hillsborough Stadium,Sheffield,England,T-83,West Germany,DEU,T-81,Uruguay,URY,40,4,0,4,-4,0,0,0-0,0,0,home team win,1,0,0,33,1966 FIFA World Cup,A-5,Silver Boot,0,P-08217,Haller,Helmut,T-83,West Germany,DEU
